Age,Number of Dependents,Latitude,Longitude,Population,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes,Referred a Friend_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet Service,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Churn Label
46,0,35.28952,-116.092214,904,0,26,0.0,29,44.45,1183.8,0.0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0
26,0,35.349241,-116.770281,9465,1,36,12.61,0,20.85,720.05,0.0,0,453.96,4,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,0,34.965648,-117.001509,31293,5,72,30.75,3,114.05,8468.2,0.0,0,2214.0,3,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
30,0,34.029175,-117.307211,11024,0,35,24.83,51,89.85,3161.2,0.0,20,869.05,3,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
59,0,34.278967,-116.773825,9899,0,1,14.65,15,55.05,55.05,0.0,0,14.65,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
49,1,34.242058,-116.89802,5447,8,16,46.45,12,112.95,1882.55,0.0,0,743.2,3,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0
63,0,33.982787,-117.057627,7334,7,54,11.4,26,114.65,6049.5,0.0,0,615.6,4,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
45,3,34.255203,-117.175654,455,0,18,42.45,28,64.8,1166.7,0.0,0,764.1,4,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
59,0,34.030915,-117.273201,52202,8,36,49.33,23,80.4,2937.65,0.0,0,1775.88,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
30,0,36.27688,-117.033326,443,10,52,5.32,0,25.05,1270.25,0.0,0,276.64,4,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26,3,34.9436,-115.287901,115,4,8,22.14,82,94.75,759.55,0.0,0,177.12,5,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0
47,0,34.274846,-116.937581,414,8,72,27.25,19,105.5,7611.55,0.0,0,1962.0,3,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0
53,0,34.087558,-117.464096,82630,0,64,4.03,0,24.7,1642.75,0.0,0,257.92,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34,0,34.049671,-117.468896,29847,10,60,0.0,2,60.2,3582.4,0.0,0,0.0,5,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0
20,0,34.067699,-116.903891,958,10,61,20.09,0,24.4,1417.9,0.0,0,1225.49,5,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
48,0,34.244411,-117.072654,317,0,24,38.79,4,104.15,2494.65,0.0,40,930.96,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0
35,0,34.757783,-117.33997,4948,1,28,27.34,16,92.9,2768.35,0.0,0,765.52,3,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0
24,0,34.361387,-117.337509,68515,4,30,15.94,53,80.8,2369.3,0.0,0,478.2,5,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
45,0,34.129677,-117.154277,48245,10,2,34.38,0,20.0,38.0,0.0,0,68.76,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,0,34.983808,-117.239306,1933,0,1,4.53,28,75.1,75.1,0.0,0,4.53,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
52,2,34.2565,-117.19335,9793,0,6,15.5,0,19.65,100.9,0.0,0,93.0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,0,34.049315,-117.255974,18068,8,24,44.06,59,69.45,1614.05,0.0,0,1057.44,5,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
25,0,34.711224,-114.702256,5488,0,70,0.0,59,40.05,2799.75,0.0,0,0.0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0
32,0,33.507255,-117.029473,46171,2,72,11.57,18,89.7,6588.95,0.0,0,833.04,3,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
42,0,34.647959,-117.296957,909,0,44,13.45,0,19.9,868.1,0.0,0,591.8,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,0,34.064073,-117.166158,36675,2,9,14.91,82,70.05,564.4,0.0,0,134.19,3,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0
56,0,34.109775,-117.378904,75882,7,24,1.02,3,53.6,1315.35,0.0,120,24.48,3,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
47,3,34.243088,-116.830015,1834,8,7,16.22,53,75.7,554.05,0.0,0,113.54,3,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
48,2,34.567058,-117.362329,12083,2,11,40.76,0,19.65,225.75,0.0,0,448.36,3,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
50,0,34.04597,-117.011825,41575,2,72,38.44,16,108.5,8003.8,0.0,0,2767.68,4,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0
62,2,34.183286,-117.221722,53636,4,72,44.0,20,84.5,6130.85,0.0,0,3168.0,5,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0
64,0,34.142747,-117.300864,24644,0,15,32.07,28,100.15,1415.0,0.0,0,481.05,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
26,0,34.250069,-117.393949,49355,0,72,44.46,48,88.6,6201.95,0.0,0,3201.12,3,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0
43,0,34.084909,-117.258107,12149,2,10,0.0,20,52.55,525.5,0.0,0,0.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0
42,3,34.122501,-117.320138,23146,4,63,40.73,76,104.8,6597.25,0.0,0,2565.99,5,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0
63,0,33.994676,-117.372498,18999,0,2,27.02,26,59.0,114.15,0.0,0,54.04,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
31,0,33.920907,-117.489426,38446,0,1,17.81,0,20.4,20.4,0.0,0,17.81,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,0,33.976328,-117.319786,48649,7,28,28.86,24,60.9,1785.65,0.0,0,808.0799999999999,3,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
41,0,33.885499,-117.324959,17147,7,70,11.71,0,19.8,1397.65,0.0,0,819.7,4,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64,0,33.655421,-117.391751,38519,0,34,22.41,13,116.25,3899.05,0.0,0,761.94,3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
50,0,33.482243,-116.827173,2433,1,70,29.72,12,65.2,4543.15,0.0,0,2080.4,3,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0
54,2,33.527605,-116.666551,3745,1,52,31.96,26,84.05,4326.8,0.0,0,1661.92,3,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0
23,0,33.739415,-116.968339,29687,0,69,26.45,46,79.45,5502.55,0.0,80,1825.05,4,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0
63,2,33.734933,-117.044145,25694,0,11,47.12,23,78.0,851.8,0.0,0,518.3199999999999,5,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
47,0,33.88274,-117.224878,22983,0,1,16.47,0,19.85,19.85,0.0,0,16.47,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,0,33.907361,-117.109972,12743,0,61,36.05,73,106.45,6300.15,0.0,0,2199.05,3,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0
42,0,33.638645,-116.55783,1500,0,56,2.5,3,105.45,5916.95,0.0,0,140.0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0
36,0,33.548869,-117.334165,36149,0,30,2.87,29,95.0,2852.4,0.0,0,86.10000000000001,3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0
19,0,33.82769,-117.102244,7344,0,28,28.42,48,54.3,1546.3,0.0,150,795.76,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
34,0,33.806708,-117.02007,4456,0,12,38.96,0,20.05,265.45,0.0,0,467.52,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,2,33.796568,-116.924723,21349,0,67,38.98,16,105.4,6989.45,0.0,0,2611.66,5,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0
29,2,33.739412,-117.173334,8692,1,55,41.89,52,85.5,4713.4,0.0,0,2303.95,4,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
43,0,33.475493,-117.219551,3070,0,52,31.31,12,91.25,4738.3,0.0,0,1628.12,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
30,3,33.507255,-117.029473,46171,1,58,43.75,69,94.7,5430.35,0.0,0,2537.5,4,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0
52,3,33.617108,-117.253349,19368,1,35,20.85,0,19.6,686.95,0.0,0,729.75,4,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
51,3,33.720359,-117.733655,2762,9,24,20.6,0,21.1,490.65,0.0,0,494.4,5,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
47,2,33.688546,-117.788091,27369,5,70,48.57,0,20.05,1360.25,0.0,0,3399.9,3,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25,0,33.703976,-117.824172,17621,0,2,37.7,73,79.95,174.45,0.0,0,75.4,5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
60,0,33.680302,-117.833296,22499,0,12,33.36,22,89.55,1021.75,0.0,0,400.32,4,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
54,0,33.667145,-117.732135,6301,1,63,21.15,24,81.55,5029.05,0.0,0,1332.4499999999998,4,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
24,0,33.716136,-117.752574,26419,8,33,8.79,27,58.45,1955.4,0.0,0,290.07,4,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0
32,0,33.458754,-117.665104,7465,4,69,46.87,11,95.65,6744.2,0.0,0,3234.03,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0
26,0,33.600987,-117.862734,13422,5,60,14.0,42,80.6,4946.7,0.0,0,840.0,5,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0
43,5,33.678591,-117.905471,48207,10,72,26.32,53,113.1,8248.5,0.0,0,1895.04,3,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0
52,0,33.645672,-117.922613,62069,0,11,24.57,10,58.95,601.6,0.0,70,270.27,4,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
57,0,33.477923,-117.705314,27730,0,1,40.63,0,19.55,19.55,0.0,0,40.63,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,1,33.723579,-118.005441,58764,1,34,3.54,12,78.95,2647.2,0.0,0,120.36,3,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
22,0,33.721917,-118.043237,32304,0,65,26.83,59,105.05,6744.25,0.0,0,1743.9499999999998,5,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0
35,0,33.606899,-117.717854,48273,0,15,3.49,0,19.75,311.6,0.0,0,52.35,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44,4,33.744439,-117.98588,8660,10,72,33.01,51,110.3,7966.9,0.0,0,2376.72,3,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0
26,3,33.571259,-117.731917,41237,9,72,34.69,59,115.6,8220.4,0.0,140,2497.68,3,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0
46,2,33.603282,-117.821841,5597,2,55,24.7,0,19.35,1153.25,0.0,0,1358.5,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,2,33.634626,-117.874882,28687,1,23,25.54,0,25.6,514.75,0.0,0,587.42,5,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
58,0,33.606336,-117.893042,3124,2,56,42.86,8,68.75,3808.0,0.0,0,2400.16,3,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0
22,0,33.62251,-117.927024,22133,0,1,11.83,0,19.9,19.9,0.0,0,11.83,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,33.429488,-117.609432,34946,0,38,42.24,22,70.6,2708.2,0.0,0,1605.12,3,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0
51,0,33.4725,-117.584273,15297,0,11,1.01,8,70.2,760.05,0.0,0,11.11,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,0,33.521447,-117.602555,34321,0,1,14.97,5,49.3,49.3,0.0,10,14.97,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
53,0,33.782346,-117.635263,1859,1,56,14.43,25,107.25,6033.3,0.0,0,808.0799999999999,3,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0
19,0,33.529047,-117.701175,62103,9,3,14.1,0,23.6,89.05,0.0,0,42.3,5,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
63,3,33.631119,-117.567346,32268,6,7,5.17,51,69.7,516.15,0.0,0,36.19,3,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0
49,1,33.752591,-117.993661,88230,3,59,41.09,16,99.5,5861.75,0.0,0,2424.3100000000004,4,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0
19,0,33.624654,-117.611733,42193,0,7,31.84,58,64.3,445.95,0.0,0,222.88,4,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
19,0,33.611945,-117.665867,46371,3,71,2.43,58,70.85,4973.4,0.0,0,172.53,4,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0
23,1,33.60693,-117.644253,46227,8,15,2.12,30,101.9,1667.25,0.0,120,31.8,3,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0
34,0,33.569186,-117.640055,350,7,71,34.39,5,73.5,5357.75,0.0,0,2441.69,3,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0
23,0,33.748635,-117.906125,70011,0,11,0.0,59,40.4,422.6,0.0,0,0.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0
32,3,33.719869,-117.907063,91188,2,60,23.68,0,19.25,1103.25,0.0,0,1420.8,4,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
55,0,33.765893,-117.881533,37879,0,11,5.0,23,64.9,697.25,0.0,0,55.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0
26,0,33.735802,-117.818805,55062,2,61,20.34,51,81.05,4747.65,0.0,0,1240.74,3,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0
27,3,33.738543,-117.785046,17494,3,31,36.49,59,98.05,3082.1,0.0,0,1131.19,4,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
30,0,33.844983,-117.952151,60553,0,9,40.71,52,70.5,597.9,0.0,0,366.39,3,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
59,0,33.818,-117.974404,81333,0,2,9.61,0,19.65,38.8,0.0,0,19.22,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
62,1,33.850452,-117.726668,19629,1,1,28.28,0,19.0,19.0,0.0,0,28.28,4,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40,0,33.930199,-117.862898,34055,0,3,15.37,0,20.0,61.7,0.0,0,46.11,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
56,0,33.879983,-117.895482,34592,0,52,46.24,10,63.25,3342.45,0.0,130,2404.48,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0
28,0,33.868316,-117.929029,24502,1,5,5.2,0,20.1,85.1,0.0,0,26.0,3,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
52,0,33.877639,-117.961212,46105,1,72,28.86,8,99.15,7422.1,0.0,0,2077.92,3,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0
25,0,33.902211,-117.914922,21157,1,71,3.57,52,90.4,6668.05,0.0,0,253.47,3,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
32,0,33.787165,-117.931889,50641,1,72,47.83,27,111.9,8071.05,0.0,0,3443.76,3,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0
56,0,33.786738,-117.982564,31428,1,46,18.45,0,24.9,1174.8,0.0,0,848.6999999999999,5,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,0,33.764018,-117.931507,43491,1,63,13.45,69,83.5,5435.0,0.0,0,847.3499999999999,4,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0
52,0,33.766476,-117.969795,23481,0,30,24.73,20,84.3,2438.6,0.0,130,741.9,4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
36,0,33.782955,-118.026456,15878,0,1,37.44,9,45.6,45.6,0.0,0,37.44,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
45,0,33.817473,-117.810462,5935,0,16,0.0,27,54.85,916.15,0.0,0,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0
22,0,33.828779,-117.848299,18058,0,4,13.31,59,65.55,237.2,0.0,0,53.24,4,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
53,0,33.784597,-117.844535,15396,0,51,9.21,30,90.35,4614.55,0.0,0,469.71,3,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0
59,0,33.81859,-117.821288,40915,1,65,23.46,0,20.4,1414.45,0.0,0,1524.9,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
21,0,33.787796,-117.875928,23172,0,16,38.32,82,74.55,1170.5,0.0,0,613.12,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
47,0,33.792791,-117.789749,37916,0,2,31.45,0,19.95,47.7,0.0,0,62.9,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34,1,33.881158,-117.854783,48170,1,66,37.84,17,74.25,4859.25,0.0,0,2497.44,3,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
51,0,33.893823,-117.531446,44875,0,46,37.5,22,108.65,4903.2,0.0,0,1725.0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
55,0,33.918043,-117.617809,16998,0,32,4.61,12,109.55,3608.0,0.0,0,147.52,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0
35,0,33.833686,-117.513063,21911,1,72,12.12,23,86.65,6094.25,3.2,0,872.64,3,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0
28,0,33.819385,-117.600213,60294,1,38,22.05,73,81.0,3084.9,0.0,0,837.9,4,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0
48,0,33.762351,-117.488725,13188,0,51,36.59,20,47.85,2356.75,18.39,0,1866.09,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
47,3,33.897253,-117.792202,39458,1,72,21.89,58,114.55,8306.05,21.6,40,1576.08,3,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0
57,2,34.278697,-119.167798,27381,0,66,20.63,0,20.55,1357.1,17.14,0,1361.58,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
63,0,34.205504,-118.993111,24945,0,50,27.04,2,69.5,3418.2,5.73,0,1352.0,5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0
64,0,34.441398,-119.513163,17409,0,15,13.58,19,48.85,631.4,32.09,0,203.7,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
55,0,34.408161,-118.865111,16013,0,8,0.0,16,25.25,186.3,0.0,0,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
