Age,Number of Dependents,Latitude,Longitude,Population,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes,Referred a Friend_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet Service,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Churn Label,Cluster
47,3,41.269521,-123.546958,574,2,52,39.48,0,20.85,1071.6,0.0,0,2052.96,4,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
56,0,40.184094,-123.745487,163,7,26,33.47,0,26.0,684.05,0.0,0,870.22,5,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
61,3,40.89866,-123.539754,660,2,33,24.27,0,20.1,670.35,0.0,0,800.91,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
37,3,40.440636,-124.098739,1125,0,1,17.89,0,19.2,19.2,0.0,0,17.89,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
27,2,41.162295,-124.027381,2369,3,1,27.5,0,20.4,20.4,0.0,0,27.5,4,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
43,2,40.170357,-123.417298,259,6,19,4.7,0,20.6,414.95,0.0,0,89.3,3,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,0,38.99003,-121.114408,18197,0,9,13.72,0,20.4,181.8,0.0,0,123.48,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,0,38.384648,-121.578701,1417,0,11,46.49,0,20.0,211.95,0.0,0,511.39,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
41,0,38.880622,-120.973865,3674,0,1,3.39,0,25.0,25.0,0.0,0,3.39,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
45,2,38.508735,-121.678813,67411,6,9,16.13,0,19.75,210.65,0.0,0,145.17,4,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
31,0,38.652065,-121.25441,40750,0,5,24.16,0,19.95,107.05,0.0,0,120.8,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33,0,38.513484,-120.704613,850,0,2,34.57,0,19.95,38.15,0.0,0,69.14,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,2,39.031876,-120.811141,5714,0,9,45.83,0,20.4,184.1,0.0,0,412.47,4,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54,2,38.274451,-121.259201,24194,2,67,14.54,0,26.3,1688.9,0.0,0,974.18,5,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
59,0,38.9386,-120.785514,2723,0,8,26.47,0,20.7,137.6,0.0,0,211.76,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
50,0,38.375325,-121.507935,213,0,17,39.34,0,19.45,369.05,0.0,0,668.7800000000001,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
20,0,38.631489,-120.015167,129,0,32,36.78,0,20.35,707.5,0.0,0,1176.96,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
43,2,38.688764,-121.457596,14010,1,25,15.76,0,19.6,411.15,0.0,0,394.0,4,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,3,38.545775,-120.743325,364,5,64,17.93,0,24.05,1559.15,0.0,0,1147.52,3,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
63,0,38.419088,-122.024568,32564,0,10,4.76,0,20.55,187.35,0.0,0,47.6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
37,2,39.170376,-120.838404,407,1,60,28.45,0,23.95,1506.4,0.0,0,1707.0,5,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
40,0,38.766036,-120.209673,183,0,9,48.61,0,20.15,163.7,0.0,0,437.49,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
52,0,38.591134,-121.161585,299,8,4,44.73,0,20.5,79.05,0.0,0,178.92,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42,2,38.694081,-121.694431,15022,0,2,49.53,0,20.4,42.9,0.0,0,99.06,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
35,0,38.608405,-121.449942,25355,0,17,4.38,0,20.15,353.65,0.0,0,74.46,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
36,0,38.512569,-121.495184,44683,0,50,12.62,0,19.4,1023.95,0.0,0,631.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
52,0,38.590035,-121.412455,30715,0,56,47.82,0,25.95,1444.05,0.0,0,2677.92,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
28,0,38.542532,-121.378826,38818,0,1,5.02,0,19.1,19.1,0.0,0,5.02,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
60,0,38.646209,-121.52446,8403,0,44,18.14,0,19.5,835.5,0.0,0,798.1600000000001,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
23,0,38.691607,-121.602284,264,10,69,45.12,0,24.95,1718.35,0.0,0,3113.28,3,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
31,0,38.585826,-121.376263,23362,0,4,20.16,0,19.0,78.9,0.0,0,80.64,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
39,1,39.467828,-120.841386,118,0,5,8.01,0,20.35,122.0,0.0,0,40.05,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
56,2,39.440687,-121.263583,1237,3,36,20.57,0,19.2,702.9,0.0,0,740.52,5,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,0,39.381174,-121.21191,614,0,6,27.54,0,18.95,110.15,0.0,0,165.24,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
54,3,40.160386,-120.835428,2064,0,29,2.0,0,19.85,535.05,0.0,0,58.0,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
50,0,39.346898,-121.759537,9763,0,25,30.28,0,19.05,461.3,0.0,0,757.0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
24,0,39.933852,-121.584371,11168,0,14,26.02,0,19.35,324.8,0.0,0,364.28,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
61,2,39.333737,-120.858667,17269,5,24,40.81,0,20.25,439.75,0.0,0,979.44,4,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
29,0,39.342587,-121.249833,1519,0,50,17.88,0,19.35,1033.0,29.5,0,894.0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
40,0,39.473896,-121.415927,28382,0,21,22.29,0,20.85,435.25,1.31,0,468.09,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
33,0,39.69676,-121.644379,28318,3,17,1.64,0,19.35,307.0,10.57,0,27.88,5,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
59,0,39.903272,-121.843567,26971,7,51,20.47,0,25.5,1281.25,0.0,0,1043.97,5,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
62,0,39.176595,-121.291692,963,0,27,15.41,0,19.6,561.15,13.07,0,416.07,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
38,0,39.904002,-121.527823,28,0,3,40.2,0,20.0,63.6,0.0,0,120.6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
35,1,39.34128,-120.786867,145,6,58,17.21,0,20.3,1160.75,25.57,0,998.18,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
49,1,39.02741,-121.614982,34967,4,15,17.43,0,19.8,272.95,18.55,0,261.45,4,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
49,0,40.527834,-122.318749,30338,0,58,29.31,0,19.15,1035.5,28.7,0,1699.98,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
32,2,40.677649,-122.29467,41476,9,3,45.33,0,19.1,52.0,0.0,0,135.99,5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
60,0,40.722733,-122.109666,899,0,3,1.47,0,20.25,71.2,0.0,0,4.41,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
50,0,41.096569,-121.879082,265,0,68,9.82,0,25.5,1821.8,16.85,0,667.76,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
58,3,41.121108,-122.336613,228,0,40,26.41,0,20.4,854.9,32.55,0,1056.4,5,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
60,0,40.243494,-121.154733,2664,0,6,47.46,0,20.0,109.2,0.0,0,284.76,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
62,0,39.913777,-122.289984,13840,0,5,41.93,0,19.65,92.05,0.0,0,209.65,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
63,0,41.212695,-122.392067,2602,0,17,3.84,0,20.05,337.9,43.68,0,65.28,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
31,0,40.740138,-122.587476,373,0,2,47.19,0,20.45,42.45,0.0,0,94.38,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
42,3,40.03194,-122.176023,3357,7,24,20.74,0,24.7,571.75,0.0,0,497.76,3,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
44,0,40.648024,-123.465088,268,0,7,47.19,0,20.75,141.1,0.0,0,330.33,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
48,2,40.883853,-122.418258,1236,4,63,10.67,0,19.55,1245.6,0.0,0,672.21,5,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
51,1,41.10831,-121.360362,1554,8,24,30.41,0,19.7,452.55,0.0,0,729.84,4,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
55,1,40.426679,-121.850421,598,5,65,33.47,0,19.85,1267.05,0.0,0,2175.55,3,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
40,2,40.331975,-121.460674,78,4,26,12.71,0,19.65,494.9,0.0,0,330.46000000000004,4,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
19,1,40.877552,-121.885884,431,0,5,29.15,0,20.45,106.9,0.0,0,145.75,3,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
34,0,40.367964,-122.937379,215,6,11,26.11,0,20.55,184.95,0.0,0,287.21,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
39,2,41.505916,-120.152505,857,10,72,14.17,0,20.1,1460.85,0.0,0,1020.24,5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
28,1,39.872961,-120.198876,650,9,47,6.51,0,20.05,951.55,0.0,0,305.97,5,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
50,0,38.42528,-119.475741,1332,0,65,45.87,0,24.8,1600.95,0.0,0,2981.55,4,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
46,0,40.294034,-120.512622,3093,0,14,14.61,0,20.4,292.4,0.0,0,204.54,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
54,2,41.266008,-120.490731,277,7,13,4.26,0,20.0,218.55,0.0,0,55.38,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
24,2,39.786755,-120.445626,4236,5,69,23.47,0,20.35,1442.65,0.0,0,1619.4299999999998,3,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
56,3,40.346634,-120.386422,408,6,13,27.62,0,20.85,272.35,0.0,0,359.06,4,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
33,0,39.246654,-120.029273,4806,0,4,25.8,0,20.05,83.3,0.0,0,103.2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23,3,39.191797,-120.212401,942,3,33,28.4,0,20.1,579.4,0.0,0,937.2,3,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
35,0,34.059281,-118.30742,43019,9,15,46.68,0,25.2,387.9,0.0,0,700.2,4,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
50,0,34.048013,-118.293953,62784,0,25,1.36,0,19.9,527.5,0.0,0,34.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
29,0,34.062125,-118.315709,1957,0,1,10.84,0,20.3,20.3,0.0,0,10.84,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,0,34.00709,-118.258681,101215,0,1,26.37,0,19.2,19.2,0.0,0,26.37,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,0,34.049841,-118.33846,67520,9,64,49.39,0,25.55,1714.95,0.0,0,3160.96,4,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
27,3,34.029043,-118.239504,3012,0,28,26.09,0,20.25,535.35,0.0,0,730.52,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
56,1,34.089953,-118.294824,41713,5,10,15.51,0,19.85,198.5,0.0,0,155.1,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
44,3,34.078821,-118.177576,46960,0,12,17.23,0,19.35,212.3,0.0,0,206.76,5,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
37,0,34.030578,-118.399613,58218,0,12,2.29,0,25.0,316.2,0.0,0,27.48,4,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,1,34.051809,-118.383843,27799,3,55,3.18,0,20.3,1079.05,0.0,0,174.9,5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
23,0,34.11572,-118.192754,64672,0,16,47.25,0,20.1,318.6,0.0,0,756.0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32,1,34.108455,-118.362081,49839,1,23,18.91,0,20.9,454.0,0.0,0,434.93,3,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
34,0,34.108833,-118.229715,47534,0,21,44.01,0,19.95,416.4,0.0,0,924.21,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
25,0,34.102084,-118.451629,10470,0,19,34.68,0,19.65,358.15,0.0,0,658.92,5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
34,1,33.956228,-118.120993,24908,4,71,12.22,0,19.9,1389.35,0.0,0,867.62,4,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
58,2,33.940884,-118.128628,40152,6,1,48.79,0,19.4,19.4,0.0,0,48.79,5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
19,0,33.921793,-118.140588,42459,4,68,25.19,0,25.05,1629.2,0.0,0,1712.92,5,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
34,0,33.890853,-118.297967,47758,0,2,49.91,0,19.3,44.4,0.0,0,99.82,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
53,3,33.914775,-118.348083,93315,4,72,36.82,0,25.55,1867.7,0.0,0,2651.04,4,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
55,0,34.037037,-118.705803,11,0,7,15.54,0,20.65,155.9,0.0,0,108.78,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,0,33.988572,-118.186565,28094,0,56,48.87,0,19.95,1126.75,0.0,0,2736.72,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
21,0,34.079449,-118.548306,22548,0,4,8.38,0,19.0,73.45,0.0,0,33.52,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
57,0,33.956445,-118.358634,37527,0,56,13.89,0,19.55,1080.55,0.0,0,777.84,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
31,0,33.936291,-118.332639,27778,0,4,3.05,0,20.45,82.85,0.0,0,12.2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23,0,34.015481,-118.493231,5221,0,31,31.79,0,20.95,683.25,0.0,0,985.49,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
49,1,33.905963,-118.08263,103214,10,53,30.31,0,19.55,1007.9,0.0,0,1606.4299999999998,5,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
29,0,33.887676,-118.127289,72893,0,25,3.58,0,19.5,516.3,0.0,0,89.5,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
57,0,33.802664,-118.179971,49647,0,1,33.02,0,19.5,19.5,0.0,0,33.02,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
39,2,33.823943,-118.111335,37417,6,30,47.21,0,25.1,789.55,15.41,0,1416.3,3,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
49,2,34.137319,-118.029837,30028,7,72,27.93,0,25.1,1790.8,46.81,0,2010.96,3,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
37,3,34.145695,-117.95982,27414,2,1,34.28,0,19.7,19.7,0.0,0,34.28,5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
61,0,34.2112,-118.230625,7527,0,35,23.77,0,21.1,741.0,14.23,0,831.9499999999999,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
57,2,34.296574,-118.244839,26753,2,2,35.42,0,20.3,31.9,0.0,0,70.84,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
30,0,34.139402,-118.128658,23742,9,70,3.51,0,19.85,1433.8,45.47,0,245.7,5,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
22,1,34.13658,-118.245839,41390,10,52,2.44,0,20.1,1078.75,17.05,0,126.88,4,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
45,3,34.281911,-118.556218,28067,1,68,35.89,0,19.95,1377.7,28.98,0,2440.52,3,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20,0,34.286131,-118.435969,33389,0,4,41.94,0,19.75,78.3,0.0,0,167.76,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24,0,34.266389,-118.459744,17112,0,53,34.16,0,24.6,1279.0,37.68,0,1810.48,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
33,2,34.422519,-118.420717,59259,1,11,15.73,0,20.95,267.35,18.17,0,173.03,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,0,34.214054,-118.88109,42526,0,1,29.15,0,19.45,19.45,0.0,0,29.15,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48,0,34.191842,-118.822796,33057,1,16,46.86,0,19.6,314.45,26.83,0,749.76,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,1,34.178068,-118.615714,36123,1,37,43.68,0,19.8,677.05,29.21,0,1616.16,4,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
63,0,34.17847,-118.459472,23646,0,16,40.95,0,19.35,295.55,0.0,0,655.2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
57,0,34.152875,-118.486056,13129,0,10,2.84,0,19.8,198.25,0.0,0,28.4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
43,0,34.08111,-117.853935,25068,0,62,48.93,0,23.4,1429.65,0.0,0,3033.66,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
53,3,34.074492,-118.01462,62660,10,6,1.57,0,19.45,113.5,0.0,0,9.42,4,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
27,0,34.133809,-117.523724,12937,0,27,47.65,0,19.85,470.0,0.0,0,1286.55,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
23,0,34.049172,-118.115022,26933,0,17,25.91,0,19.95,310.6,0.0,0,440.47,5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
