Age,Number of Dependents,Latitude,Longitude,Population,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes,Referred a Friend_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet Service,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check
66,0,38.53508,-121.444144,37031,0,9,39.77,25,74.05,678.45,0.0,0,357.93,5,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
34,0,38.128087,-121.4078,22073,9,72,44.2,2,109.55,8165.1,0.0,0,3182.4,3,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0
59,0,39.182916,-123.552571,148,0,1,7.99,30,93.3,93.3,0.0,0,7.99,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0
45,2,39.564113,-120.868836,76,0,50,36.11,20,70.35,3533.6,0.0,0,1805.5,3,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
31,0,34.038983,-117.991372,30802,1,48,0.0,22,34.7,1604.5,0.0,0,0.0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
50,0,40.4785,-124.301372,2965,1,39,35.32,30,89.55,3474.45,0.0,0,1377.48,2,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0
75,0,32.673483,-116.472863,3133,0,2,9.55,28,70.2,115.95,0.0,0,19.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
58,0,33.947305,-118.439841,11264,1,54,32.72,0,20.05,1102.4,0.0,0,1766.88,5,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
49,2,34.406256,-119.726936,10986,5,25,19.09,0,19.15,477.6,0.0,0,477.25,4,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
58,0,33.784597,-117.844535,15396,0,15,9.74,0,20.1,302.45,0.0,0,146.1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
25,2,36.057458,-118.591951,191,0,18,17.51,30,57.65,992.7,0.0,0,315.18,3,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
23,0,33.797638,-118.11662,38902,3,46,46.71,41,65.65,3047.15,0.0,0,2148.66,4,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0
26,0,34.360261,-119.306383,32899,0,39,48.02,0,19.9,791.15,20.17,0,1872.78,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
42,0,36.456091,-119.486225,646,0,25,13.93,0,19.8,475.2,0.0,0,348.25,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
56,0,32.741852,-117.243453,27959,8,70,27.97,2,79.25,5731.85,0.0,0,1957.9,3,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0
53,3,34.647959,-117.296957,909,8,55,38.51,0,21.0,1210.3,0.0,0,2118.05,3,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
59,0,36.414611,-121.6386,6691,10,66,37.38,8,89.0,5898.6,0.0,0,2467.0800000000004,3,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0
79,0,38.148862,-121.737696,5246,0,5,43.99,27,59.9,287.85,0.0,20,219.95,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
19,0,33.695532,-116.310571,23971,0,1,24.66,26,50.75,50.75,0.0,0,24.66,4,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33,0,33.993991,-118.39704,31963,0,13,0.0,28,29.15,357.15,0.0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
47,0,38.224869,-119.755729,235,0,17,47.45,5,65.75,1111.2,0.0,0,806.6500000000001,4,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
62,0,33.839989,-116.659215,24924,3,29,5.39,17,74.95,2149.05,0.0,0,156.31,5,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33,0,34.153338,-118.262974,14493,0,1,46.23,25,47.95,47.95,0.0,0,46.23,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23,3,33.716136,-117.752574,26419,1,69,33.09,0,24.45,1718.2,0.0,0,2283.21,5,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
76,0,39.333737,-120.858667,17269,0,1,0.0,26,25.8,25.8,0.0,20,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
59,0,34.035849,-118.503508,11509,0,12,37.63,26,54.3,654.5,0.0,130,451.56000000000006,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
67,0,39.045246,-122.743181,175,1,8,0.0,27,43.35,371.4,0.0,0,0.0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0
56,0,34.110124,-119.100972,25634,9,18,29.6,7,95.95,1745.5,6.72,0,532.8000000000001,3,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0
52,0,35.449881,-118.841442,53481,0,35,41.21,6,83.15,2848.45,18.84,0,1442.35,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
39,0,39.58458,-121.093256,101,1,5,14.9,4,67.95,350.3,0.0,20,74.5,3,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
59,0,36.878709,-119.7645,45087,0,13,0.0,7,30.85,394.1,0.0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
47,0,33.847755,-118.112532,27563,0,6,0.0,14,30.5,208.7,0.0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
36,3,32.622999,-116.687855,727,3,25,2.82,0,18.7,383.65,0.0,0,70.5,4,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
67,0,37.750553,-122.197175,30751,5,45,40.85,24,86.1,3861.45,12.19,0,1838.25,4,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0
33,1,35.809921,-119.127437,2956,1,1,7.49,0,19.9,19.9,0.0,0,7.49,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
59,0,32.765299,-117.122565,33083,9,69,24.17,5,106.4,7251.9,3.59,0,1667.73,4,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
44,0,32.759327,-116.99726,44652,8,68,0.0,15,60.3,4109.0,0.0,0,0.0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0
22,0,34.050322,-118.147037,33280,0,21,6.12,51,99.15,1956.4,0.0,0,128.52,3,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0
50,0,37.394536,-120.890747,7177,0,1,0.0,18,25.85,25.85,0.0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
45,3,38.545775,-120.743325,364,5,64,17.93,0,24.05,1559.15,0.0,0,1147.52,3,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
73,0,35.453912,-120.69461,29539,9,39,20.15,21,101.25,3949.15,0.0,0,785.8499999999999,4,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0
62,0,37.713152,-121.08739,12466,0,19,26.54,0,19.7,386.5,0.0,0,504.26,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
73,0,37.758019,-122.138678,42854,10,33,44.54,18,93.55,3055.5,0.0,0,1469.82,4,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0
42,0,33.351059,-117.420557,98239,3,27,11.83,14,80.85,2204.35,0.0,0,319.41,3,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0
69,0,34.057496,-118.413959,2527,0,30,19.92,30,69.1,2093.9,21.08,0,597.6,3,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0
71,0,32.64164,-116.985026,12884,0,1,11.51,21,46.3,46.3,0.0,0,11.51,4,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
49,0,37.871416,-122.246597,21205,0,15,5.54,0,19.8,304.6,0.0,0,83.1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
67,0,39.172777,-121.805845,3193,1,3,0.0,20,36.45,93.7,0.0,0,0.0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
60,0,33.833699,-118.314387,40705,0,11,10.95,29,89.2,990.3,0.0,0,120.45,4,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
32,0,39.492046,-123.375818,13472,0,56,30.86,22,60.25,3282.75,0.0,0,1728.16,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0
45,0,33.929812,-116.76058,2355,9,72,17.87,3,116.95,8594.4,0.0,0,1286.64,3,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
46,0,34.145695,-117.95982,27414,0,38,46.21,14,62.3,2354.8,0.0,0,1755.98,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0
53,0,33.782346,-117.635263,1859,1,56,14.43,25,107.25,6033.3,0.0,0,808.0799999999999,3,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0
25,0,37.713926,-121.928425,29636,0,1,36.07,41,84.85,84.85,0.0,0,36.07,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0
67,0,40.057784,-123.679461,2423,0,2,12.52,25,70.65,142.35,0.0,0,25.04,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37,0,32.607964,-117.059459,71126,0,30,22.64,18,68.95,2038.7,0.0,0,679.2,5,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0
47,7,36.785618,-120.625382,9491,6,20,36.85,0,25.55,507.4,0.0,0,737.0,4,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48,3,33.162624,-117.170863,52664,2,32,0.0,53,36.25,1151.05,0.0,0,0.0,5,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
62,0,32.787836,-117.232376,46086,1,6,31.7,0,19.5,146.3,0.0,0,190.2,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,38.093701,-122.276589,159,1,53,30.09,12,95.85,5016.25,18.85,0,1594.77,3,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0
48,0,33.723579,-118.005441,58764,0,17,0.0,11,25.1,382.8,0.0,0,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
23,0,34.11572,-118.192754,64672,0,16,47.25,0,20.1,318.6,0.0,0,756.0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
52,0,33.907361,-117.109972,12743,0,53,29.39,12,98.6,5311.85,0.0,0,1557.67,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0
34,0,34.156629,-119.117218,77791,0,51,29.33,0,19.1,1007.8,0.0,0,1495.83,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
39,1,38.585826,-121.376263,23362,6,67,36.21,24,69.35,4653.25,9.99,0,2426.07,3,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0
38,3,40.923558,-122.059933,459,0,6,30.01,0,19.0,105.5,0.0,0,180.06,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
29,1,38.674276,-121.961866,844,0,1,6.35,76,49.9,49.9,0.0,0,6.35,5,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
28,0,38.542532,-121.378826,38818,0,1,5.02,0,19.1,19.1,0.0,0,5.02,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
73,0,33.537646,-116.291089,3873,0,1,32.61,27,70.6,70.6,0.0,30,32.61,4,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
57,3,41.599978,-122.539381,616,1,55,40.94,0,20.5,1177.95,5.83,0,2251.7,5,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
55,0,37.943954,-120.67108,2633,6,18,31.79,19,78.2,1468.75,0.0,0,572.22,5,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
45,0,40.689243,-122.037023,829,0,23,38.81,28,83.8,1900.25,0.0,0,892.6300000000001,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
31,0,32.957195,-117.202542,28201,0,4,30.95,26,77.95,305.55,0.0,0,123.8,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
47,0,34.050198,-118.210946,49431,0,12,21.93,16,79.55,958.25,0.0,0,263.16,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
38,0,33.840399,-118.353714,41979,1,72,49.5,0,19.4,1363.25,0.0,0,3564.0,5,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
23,0,33.748635,-117.906125,70011,0,11,0.0,59,40.4,422.6,0.0,0,0.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0
22,0,36.995162,-120.955099,29124,0,22,1.74,85,65.25,1441.8,0.0,0,38.28,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
20,0,37.023669,-121.946461,9823,0,1,27.88,0,19.65,19.65,0.0,0,27.88,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,36.600185,-119.175655,9780,0,2,24.05,27,86.2,178.7,0.0,0,48.1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1
51,0,39.58458,-121.093256,101,1,2,46.92,7,90.0,190.05,0.0,0,93.84,2,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0
78,0,40.913192,-123.06597,734,2,68,40.55,20,60.65,3975.9,0.0,0,2757.4,5,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0
47,2,38.200231,-121.235034,6317,8,62,15.05,23,106.05,6703.5,0.0,0,933.1,4,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0
53,1,36.248708,-121.386617,14204,2,64,30.82,11,93.4,5822.3,0.0,0,1972.48,3,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0
44,0,33.933565,-118.062611,16271,1,24,34.62,23,101.05,2391.8,0.0,0,830.8799999999999,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0
54,0,32.85723,-117.209774,34902,0,2,5.32,20,80.6,155.8,0.0,0,10.64,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
22,1,34.13658,-118.245839,41390,10,52,2.44,0,20.1,1078.75,17.05,0,126.88,4,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
38,3,37.862128,-122.075197,18024,2,14,44.55,0,18.8,255.55,0.0,0,623.6999999999999,5,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
33,0,33.362575,-117.299644,42239,0,7,48.82,19,74.65,521.1,28.35,0,341.74,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
72,0,34.165783,-118.399795,27453,0,66,3.57,28,108.1,7238.6,0.0,0,235.62,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0
76,0,38.71967,-121.862416,38547,9,65,8.59,7,104.35,6578.55,0.0,0,558.35,5,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0
39,0,35.924252,-116.188668,87,0,2,41.64,25,76.4,160.8,0.0,0,83.28,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
42,2,35.559617,-118.925185,44915,1,67,10.9,26,54.2,3838.2,0.0,10,730.3000000000001,4,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
60,0,33.964131,-118.272783,58198,4,59,16.39,14,94.75,5597.65,0.0,0,967.01,3,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
40,0,33.912246,-118.236773,29825,8,72,4.15,0,25.4,1797.1,0.0,0,298.8,5,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
37,0,37.007882,-122.065975,4563,0,39,0.0,19,40.3,1630.4,0.0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0
25,3,34.168686,-118.057505,10558,1,25,4.57,0,20.1,486.05,0.0,0,114.25,3,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
35,0,33.807882,-118.347957,34873,0,52,33.84,5,57.95,3042.25,0.0,0,1759.6800000000003,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0
61,0,32.886925,-117.152162,74232,0,12,34.81,16,95.5,1115.15,0.0,0,417.72,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1
54,0,41.171578,-120.913161,615,0,7,21.12,7,69.15,488.65,0.0,0,147.84,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,0,37.818589,-120.256995,167,0,60,30.92,26,61.4,3638.25,0.0,0,1855.2,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
28,0,32.802959,-117.027095,21866,9,52,10.4,85,75.4,3865.45,0.0,0,540.8000000000001,5,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0
67,0,34.066964,-117.937007,44099,0,9,10.66,15,99.45,919.4,0.0,0,95.94,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
61,0,33.976753,-117.897367,46342,0,1,43.03,3,50.75,50.75,0.0,0,43.03,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
64,3,33.098018,-117.258203,43161,6,69,11.47,0,20.15,1337.5,0.0,0,791.4300000000001,4,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
74,0,38.922812,-121.312005,15286,3,67,11.91,10,105.6,7112.15,0.0,0,797.97,3,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0
75,0,32.785165,-116.862648,40995,8,37,23.54,7,72.25,2575.45,0.0,0,870.98,3,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
44,0,37.40122,-120.514191,23100,0,1,44.94,16,81.95,81.95,0.0,0,44.94,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
35,3,33.885811,-118.206459,51387,1,11,29.01,0,19.25,180.3,0.0,0,319.11,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
25,1,34.084747,-117.886844,17554,1,4,24.57,0,19.9,76.65,0.0,0,98.28,4,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
28,3,33.897122,-118.164432,55306,10,71,10.11,59,86.85,6263.8,0.0,0,717.81,4,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0
61,1,38.731771,-123.064272,2349,6,69,12.02,30,95.2,6671.7,0.0,0,829.38,4,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0
51,3,33.82769,-117.102244,7344,3,24,45.68,26,81.0,1923.85,0.0,0,1096.32,3,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
63,0,36.52588,-121.396719,9023,0,26,45.7,0,19.8,457.3,0.0,0,1188.2,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
35,0,33.847755,-118.112532,27563,0,10,3.01,0,24.0,226.55,0.0,0,30.1,5,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21,2,33.119028,-117.166036,6760,2,71,9.2,0,25.35,1847.55,0.0,0,653.1999999999999,5,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
23,0,36.296851,-117.865469,318,0,1,35.28,51,71.35,71.35,0.0,0,35.28,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
25,3,33.054579,-117.25665,47126,0,23,1.58,47,55.3,1284.2,0.0,0,36.34,4,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
46,0,32.716007,-117.117462,47140,0,69,25.73,22,82.45,5555.3,15.38,0,1775.37,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0
20,2,32.852947,-114.850784,3663,0,10,6.5,76,85.95,858.6,0.0,0,65.0,3,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
55,0,35.652242,-119.4464,22760,7,31,29.06,22,75.25,2344.5,1.99,0,900.86,3,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0
39,0,33.543835,-115.993906,8768,0,72,11.41,17,86.65,6224.8,0.0,0,821.52,3,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0
57,0,39.068071,-121.832638,776,1,14,44.95,19,44.6,641.25,0.0,0,629.3000000000001,3,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
63,2,37.830267,-121.201018,36738,10,42,34.33,0,19.35,867.3,0.0,0,1441.86,4,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
56,0,38.618347,-122.908422,17979,0,65,4.9,0,25.75,1654.75,41.74,0,318.5,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
